Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription,Shipping Type,Discount Applied,Promo Code,Previous Purchases,Payment Method,Frequency of Purchase
411,63,Female,Jacket,Clothing,130,Hawaii,L,Cream,Winter,2.6,No,Express,Yes,No,22,Credit Card,Weekly
412,35,Male,Jeans,Clothing,52,Nevada,M,Pink,Winter,2.9,Yes,Standard,No,No,56,Debit Card,Bi-Weekly
413,30,Male,Shorts,Clothing,20,Massachusetts,XXL,Beige,Summer,3.2,No,Store Pickup,No,No,75,Debit Card,Bi-Weekly
414,37,Male,Socks,Outerwear,93,New Jersey,L,Purple,Fall,3.1,No,Express,Yes,No,36,PayPal,Fortnightly
415,29,Male,Shoes,Footwear,54,New Jersey,M,White,Winter,5,Yes,Standard,No,No,23,Cash,Annually
416,38,Female,Hoodie,Clothing,52,Alabama,XL,Yellow,Spring,3.6,Yes,Express,No,No,98,Cash,Quarterly
417,18,Female,Handbag,Accessories,90,Iowa,L,Orange,Spring,4.4,No,Next Day Air,Yes,No,5,Cash,Bi-Weekly
418,19,Female,Shorts,Clothing,71,Connecticut,L,Turquoise,Summer,2.2,Yes,Two Day Shipping,Yes,No,25,Venmo,Weekly
419,50,Female,Handbag,Outerwear,64,Nevada,L,Brown,Winter,4.7,No,Standard,Yes,No,47,PayPal,Monthly
420,40,Female,Shorts,Clothing,93,Connecticut,XXL,Turquoise,Spring,4.2,No,Store Pickup,No,No,36,Cash,Bi-Weekly
421,26,Male,Socks,Outerwear,51,Arizona,L,Blue,Summer,2.2,No,Express,Yes,No,81,Credit Card,Quarterly
422,63,Male,Boots,Footwear,66,Virginia,XL,Gold,Fall,2.1,No,Two Day Shipping,No,No,71,Debit Card,Quarterly
423,68,Male,Sandals,Footwear,54,Indiana,L,Beige,Fall,2.4,No,Standard,Yes,No,88,Debit Card,Fortnightly
424,66,Female,Sweater,Clothing,141,Pennsylvania,XXL,Teal,Fall,3.7,No,Store Pickup,No,Yes,47,Bank Transfer,Bi-Weekly
425,28,Male,Shorts,Clothing,52,Colorado,XL,Indigo,Spring,3.1,Yes,Next Day Air,No,No,81,Credit Card,Weekly
426,51,Male,Socks,Accessories,146,Washington,M,White,Spring,3.6,No,Store Pickup,No,No,87,Debit Card,Bi-Weekly
427,52,Female,Handbag,Accessories,51,California,M,Green,Summer,3.1,No,Standard,No,Yes,13,Cash,Fortnightly
428,68,Male,Sneakers,Footwear,121,Utah,S,White,Spring,4.8,No,Next Day Air,No,No,17,PayPal,Annually
429,63,Female,Handbag,Accessories,22,Alaska,S,Purple,Spring,4.6,Yes,Store Pickup,Yes,No,16,Cash,Fortnightly
430,62,Male,Skirt,Clothing,34,Texas,XL,Navy,Winter,2.6,Yes,Store Pickup,Yes,No,15,Credit Card,Weekly
431,60,Male,Shorts,Clothing,39,Georgia,XXL,Pink,Spring,2.6,No,Express,Yes,Yes,95,Credit Card,Annually
432,28,Male,Socks,Accessories,144,Nebraska,S,White,Winter,3.6,Yes,Next Day Air,Yes,Yes,92,Venmo,Fortnightly
433,62,Male,Socks,Outerwear,127,Montana,S,Silver,Summer,4.9,No,Free Shipping,Yes,No,14,Credit Card,Weekly
434,51,Male,Handbag,Outerwear,141,Vermont,L,Indigo,Summer,3.7,Yes,Express,No,No,14,PayPal,Monthly
435,61,Female,Socks,Outerwear,72,New Mexico,XL,Gold,Fall,2.6,Yes,Standard,No,Yes,1,Debit Card,Quarterly
436,46,Male,Skirt,Clothing,45,Michigan,XL,Black,Winter,4.2,Yes,Express,No,Yes,43,Cash,Annually
437,32,Female,Handbag,Outerwear,142,Maryland,XXL,Orange,Summer,4.3,No,Next Day Air,No,No,62,Bank Transfer,Monthly
438,24,Male,Boots,Footwear,79,Nevada,XL,Purple,Spring,2.1,Yes,Express,No,Yes,22,PayPal,Annually
439,37,Male,Handbag,Accessories,34,Rhode Island,XXL,Blue,Fall,2.6,No,Standard,No,No,69,Bank Transfer,Weekly
440,74,Male,Skirt,Clothing,113,Connecticut,L,Black,Fall,3.4,Yes,Free Shipping,No,Yes,62,PayPal,Fortnightly
441,49,Male,Socks,Accessories,140,Rhode Island,XXL,Cream,Fall,3.4,Yes,Two Day Shipping,Yes,No,33,PayPal,Annually
442,67,Female,Socks,Outerwear,97,New York,S,Orange,Winter,2.4,No,Next Day Air,Yes,No,48,Venmo,Quarterly
443,44,Female,Socks,Accessories,29,Rhode Island,M,Purple,Spring,3.9,Yes,Store Pickup,Yes,No,14,Credit Card,Fortnightly
444,38,Male,Pants,Clothing,132,Rhode Island,XL,Orange,Fall,2.8,No,Two Day Shipping,Yes,No,48,Bank Transfer,Quarterly
445,69,Female,Handbag,Accessories,40,Delaware,M,Violet,Fall,3.5,No,Free Shipping,No,No,55,Cash,Quarterly
446,31,Female,Pants,Clothing,82,New York,L,Orange,Fall,4.4,Yes,Store Pickup,Yes,No,34,Venmo,Annually
447,31,Female,Socks,Outerwear,34,Maine,L,Green,Summer,3.3,No,Free Shipping,No,No,32,Bank Transfer,Annually
448,74,Male,Handbag,Outerwear,147,Virginia,XXL,Blue,Spring,4,No,Next Day Air,No,Yes,66,Cash,Monthly
449,33,Male,Handbag,Outerwear,91,Oklahoma,XL,Violet,Winter,3.9,No,Next Day Air,No,Yes,32,Debit Card,Annually
450,33,Male,Boots,Footwear,53,Washington,S,Purple,Summer,3.4,No,Standard,Yes,Yes,20,Credit Card,Fortnightly
451,68,Female,Shorts,Clothing,60,Maine,S,Blue,Winter,2.2,Yes,Next Day Air,No,Yes,52,Credit Card,Bi-Weekly
452,71,Male,Skirt,Clothing,75,Georgia,XXL,Green,Winter,3.6,No,Standard,Yes,Yes,76,Venmo,Monthly
453,69,Male,Socks,Accessories,123,Arizona,M,White,Spring,2.6,No,Standard,No,No,75,Venmo,Quarterly
454,38,Female,Handbag,Accessories,136,Montana,M,Olive,Spring,3.1,No,Next Day Air,Yes,Yes,94,Debit Card,Weekly
455,53,Female,Shoes,Footwear,94,New Hampshire,L,Cream,Winter,3.6,Yes,Standard,No,Yes,50,Credit Card,Monthly
456,33,Female,Cardigan,Clothing,68,New Jersey,XL,Beige,Summer,4.6,No,Express,No,Yes,99,PayPal,Quarterly
457,63,Female,Socks,Outerwear,40,New Jersey,L,Green,Winter,3.1,No,Standard,Yes,Yes,82,Debit Card,Fortnightly
458,18,Female,Handbag,Outerwear,66,New Hampshire,L,Violet,Winter,2.3,Yes,Two Day Shipping,Yes,No,40,PayPal,Quarterly
459,29,Female,Shoes,Footwear,87,Washington,S,Navy,Summer,2.5,No,Two Day Shipping,Yes,Yes,2,Bank Transfer,Bi-Weekly
460,47,Male,Sandals,Footwear,82,Delaware,M,Maroon,Fall,3.9,No,Free Shipping,Yes,No,21,Bank Transfer,Weekly
461,51,Female,T-Shirt,Clothing,131,Montana,XL,White,Spring,4.1,Yes,Next Day Air,No,No,48,Cash,Quarterly
462,70,Female,Sneakers,Footwear,63,Oregon,M,Navy,Spring,2.1,No,Free Shipping,No,Yes,47,Bank Transfer,Bi-Weekly
463,18,Female,Handbag,Outerwear,49,Colorado,XL,Cream,Spring,4.1,No,Store Pickup,No,Yes,12,Bank Transfer,Weekly
464,33,Female,Dress,Clothing,105,Idaho,XXL,Indigo,Winter,2,No,Next Day Air,No,No,16,Bank Transfer,Weekly
465,28,Female,Shoes,Footwear,101,Utah,M,Turquoise,Summer,4.1,No,Free Shipping,No,Yes,40,Venmo,Fortnightly
466,65,Female,Socks,Outerwear,125,Missouri,L,Brown,Summer,3.6,No,Free Shipping,No,No,97,Cash,Annually
467,30,Male,Handbag,Outerwear,28,Massachusetts,M,Maroon,Fall,2.8,No,Standard,Yes,No,5,PayPal,Monthly
468,49,Male,Socks,Outerwear,52,Georgia,L,Turquoise,Spring,4.6,Yes,Free Shipping,No,Yes,74,Venmo,Annually
469,22,Male,Boots,Footwear,142,Montana,S,Violet,Winter,2.9,Yes,Standard,No,Yes,41,Cash,Weekly
470,71,Female,Jacket,Clothing,131,New Hampshire,L,Brown,Winter,3,Yes,Store Pickup,No,No,93,Debit Card,Annually
471,73,Male,Sneakers,Footwear,87,Colorado,S,Turquoise,Fall,2.3,No,Free Shipping,Yes,No,11,Venmo,Fortnightly
472,67,Female,Boots,Footwear,87,Maine,M,White,Summer,3.5,No,Store Pickup,No,Yes,45,Debit Card,Weekly
473,49,Female,Handbag,Accessories,114,Iowa,L,Orange,Fall,2.3,No,Next Day Air,Yes,No,80,PayPal,Weekly
474,39,Female,Pants,Clothing,72,Maine,M,Blue,Winter,2.9,No,Express,No,No,19,Cash,Bi-Weekly
475,51,Female,Handbag,Accessories,90,Nebraska,S,Yellow,Winter,4.8,Yes,Two Day Shipping,No,No,12,PayPal,Bi-Weekly
476,34,Male,Socks,Accessories,143,Texas,S,Cream,Fall,2.5,Yes,Standard,Yes,Yes,53,Debit Card,Monthly
477,66,Female,Socks,Accessories,82,Minnesota,M,Pink,Spring,2.2,No,Store Pickup,Yes,No,68,Venmo,Weekly
478,18,Male,Handbag,Outerwear,137,Utah,XL,Cream,Fall,2.9,No,Store Pickup,No,No,11,Cash,Fortnightly
479,25,Male,Shirt,Clothing,63,Texas,M,Blue,Spring,3.9,No,Store Pickup,Yes,Yes,38,PayPal,Fortnightly
480,19,Male,Socks,Outerwear,57,Michigan,XL,Blue,Fall,2.1,No,Two Day Shipping,Yes,Yes,37,Bank Transfer,Quarterly
481,18,Male,Dress,Clothing,125,Oregon,XL,Orange,Summer,2.1,No,Standard,No,Yes,91,Venmo,Annually
482,54,Female,Skirt,Clothing,31,Maryland,XL,Blue,Winter,3.5,No,Standard,No,Yes,20,Credit Card,Bi-Weekly
483,40,Female,Boots,Footwear,74,Arkansas,M,Orange,Summer,4.8,No,Free Shipping,No,No,53,Debit Card,Bi-Weekly
484,69,Male,Socks,Accessories,68,Missouri,S,Cream,Fall,2.4,Yes,Free Shipping,No,Yes,53,PayPal,Monthly
485,53,Male,Sneakers,Footwear,19,South Carolina,L,Teal,Spring,2.5,Yes,Express,No,No,14,Bank Transfer,Fortnightly
486,32,Female,Pants,Clothing,81,Minnesota,L,Maroon,Summer,4.7,Yes,Store Pickup,Yes,No,58,Venmo,Weekly
487,20,Male,Pants,Clothing,57,New Hampshire,S,Pink,Summer,2.5,No,Store Pickup,No,No,93,Venmo,Fortnightly
488,70,Male,Socks,Accessories,46,Washington,XL,Navy,Winter,2.7,No,Next Day Air,No,Yes,10,Credit Card,Monthly
489,58,Male,Socks,Outerwear,53,Vermont,XXL,Navy,Spring,2.4,No,Standard,No,No,66,Debit Card,Monthly
490,27,Male,Jacket,Clothing,147,Pennsylvania,S,Violet,Summer,3.2,Yes,Standard,Yes,No,97,Venmo,Bi-Weekly
491,58,Female,Sandals,Footwear,122,Kentucky,XXL,Gold,Summer,4.7,Yes,Next Day Air,Yes,No,57,Debit Card,Fortnightly
492,74,Female,Socks,Outerwear,65,Wisconsin,S,Maroon,Summer,3.2,Yes,Two Day Shipping,No,Yes,11,Bank Transfer,Annually
493,66,Male,Socks,Accessories,20,Texas,XXL,Orange,Summer,2.7,No,Store Pickup,No,Yes,93,Venmo,Monthly
494,25,Male,Socks,Accessories,46,Connecticut,L,Orange,Winter,3.4,Yes,Store Pickup,Yes,No,38,Credit Card,Bi-Weekly
495,51,Male,Boots,Footwear,41,Colorado,XXL,Orange,Spring,4.5,No,Standard,Yes,Yes,91,PayPal,Quarterly
496,21,Female,Sweater,Clothing,48,Iowa,M,Red,Winter,3.1,No,Two Day Shipping,No,No,74,PayPal,Bi-Weekly
497,62,Female,Socks,Outerwear,121,New Jersey,M,Green,Spring,3.5,No,Free Shipping,Yes,Yes,58,PayPal,Weekly
498,25,Female,Shoes,Footwear,43,Georgia,L,Orange,Summer,2.1,Yes,Express,No,No,47,Credit Card,Monthly
499,68,Male,Handbag,Outerwear,51,West Virginia,XL,Maroon,Summer,4.7,Yes,Free Shipping,No,Yes,15,Bank Transfer,Monthly
500,44,Female,Blouse,Clothing,94,Nebraska,XL,Violet,Fall,3.4,Yes,Free Shipping,No,No,85,PayPal,Fortnightly
